#{"t_start": 1760358203.381485, "env_id": "BreakoutNoFrameskip-v4"}
r,l,t
0.0,540,1036.70908
0.0,540,1037.532326
0.0,532,1038.402848
1.0,699,1039.55763
0.0,535,1040.406523
11.0,1908,1043.638561
1.0,631,1044.675974
3.0,1066,1046.509403
1.0,628,1047.559724
3.0,959,1049.21616
0.0,516,1050.177991
4.0,1121,1052.106272
0.0,539,1052.976155
2.0,769,1054.269477
0.0,507,1055.108972
1.0,715,1056.341017
3.0,875,1057.806703
1.0,724,1059.015822
0.0,512,1059.834531
10.0,1740,1062.849185
14.0,1932,1066.193856
1.0,717,1067.404788
2.0,743,1068.674298
0.0,532,1069.513453
1.0,632,1070.548602
1.0,620,1071.592028
0.0,511,1072.451555
2.0,761,1073.703881
0.0,524,1074.561799
1.0,715,1075.747604
3.0,947,1077.318404
2.0,820,1078.682341
0.0,532,1079.542338
0.0,531,1080.397408
5.0,1414,1082.841445
3.0,1008,1084.497667
3.0,937,1086.162733
1.0,711,1087.363259
8.0,1147,1089.297804
1.0,726,1090.5373
0.0,534,1091.370627
0.0,520,1092.215077
2.0,810,1093.613185
0.0,535,1094.477966
1.0,722,1095.690977
0.0,531,1096.59267
4.0,1214,1098.701161
2.0,763,1099.947912
12.0,1155,1101.948462
4.0,1167,1103.954724
8.0,1406,1106.337012
2.0,895,1107.848959
1.0,718,1109.017077
0.0,535,1109.859149
4.0,1208,1111.87943
2.0,760,1113.138038
0.0,543,1114.000968
5.0,1119,1115.874516
4.0,1146,1117.838119
13.0,2122,1121.645523
3.0,873,1123.137853
5.0,1183,1125.115449
4.0,1007,1126.777555
0.0,531,1127.604244
1.0,711,1128.74653
1.0,712,1129.919116
0.0,539,1130.798429
0.0,531,1131.627337
13.0,1828,1134.826693
11.0,2008,1138.381386
0.0,519,1139.227702
1.0,639,1140.260951
7.0,1624,1143.103044
0.0,519,1143.942888
1.0,634,1145.003614
2.0,739,1146.203183
4.0,1216,1148.270817
5.0,1300,1150.463312
2.0,764,1151.731573
2.0,768,1153.001427
5.0,1181,1155.026524
12.0,2338,1159.062538
0.0,535,1159.911598
8.0,1135,1161.823962
7.0,1441,1164.350012
15.0,2412,1168.556622
6.0,1468,1171.069444
1.0,636,1172.101185
9.0,1907,1175.405994
3.0,1085,1177.256868
12.0,2009,1180.72476
2.0,735,1181.963205
7.0,1001,1183.664861
